phrase_id,text,label,weight,
12,Recent medical studies,0,0.0857142857142857,
12,Recent medical studies shows,0,0.114285714285714,
12,Recent medical studies shows that,0,0.142857142857143,
12,Recent medical studies shows that obesity,0,0.171428571428571,
12,Recent medical studies shows that obesity can,0,0.2,
12,Recent medical studies shows that obesity can cause,0,0.228571428571429,
12,Recent medical studies shows that obesity can cause lots,0,0.257142857142857,
12,Recent medical studies shows that obesity can cause lots of,0,0.285714285714286,
12,Recent medical studies shows that obesity can cause lots of problems,0,0.314285714285714,
12,Recent medical studies shows that obesity can cause lots of problems in,0,0.342857142857143,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant,0,0.371428571428571,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women.,0,0.4,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women. I,0,0.428571428571429,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think,0,0.457142857142857,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s,0,0.485714285714286,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing,0,0.514285714285714,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to,0,0.542857142857143,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry,0.2,0.571428571428571,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about,0.3,0.6,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it.,0.3,0.628571428571429,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If,0.4,0.657142857142857,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a,0.4,0.685714285714286,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman,0.5,0.714285714285714,
12,Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman is,0.5,0.742857142857143,
12,"Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman is obese,",0.6,0.771428571428572,
12,"Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman is obese, she",0.6,0.8,
12,"Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman is obese, she won’t",0.7,0.828571428571429,
12,"Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman is obese, she won’t be",0.7,0.857142857142857,
12,"Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman is obese, she won’t be pregnant",0.8,0.885714285714286,
12,"Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman is obese, she won’t be pregnant in",0.8,0.914285714285714,
12,"Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman is obese, she won’t be pregnant in the",0.9,0.942857142857143,
12,"Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman is obese, she won’t be pregnant in the first",0.9,0.971428571428571,
12,"Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman is obese, she won’t be pregnant in the first place.",1,1,
13,Why,0,0.0476190476190476,
13,Why are,0,0.0952380952380952,
13,Why are black,0.2,0.142857142857143,
13,Why are black men,0.3,0.19047619047619,
13,Why are black men good,0.3,0.238095238095238,
13,Why are black men good at,0.4,0.285714285714286,
13,Why are black men good at basketball?,0.4,0.333333333333333,
13,Why are black men good at basketball? The,0.5,0.380952380952381,
13,Why are black men good at basketball? The whole,0.5,0.428571428571429,
13,Why are black men good at basketball? The whole point,0.6,0.476190476190476,
13,Why are black men good at basketball? The whole point is,0.6,0.523809523809524,
13,Why are black men good at basketball? The whole point is to,0.7,0.571428571428571,
13,"Why are black men good at basketball? The whole point is to run,",0.7,0.619047619047619,
13,"Why are black men good at basketball? The whole point is to run, shoot",0.8,0.666666666666667,
13,"Why are black men good at basketball? The whole point is to run, shoot and",0.8,0.714285714285714,
13,"Why are black men good at basketball? The whole point is to run, shoot and steal.",0.9,0.761904761904762,
13,"Why are black men good at basketball? The whole point is to run, shoot and steal. Oh",0.9,0.80952380952381,
13,"Why are black men good at basketball? The whole point is to run, shoot and steal. Oh and",0.9,0.857142857142857,
13,"Why are black men good at basketball? The whole point is to run, shoot and steal. Oh and their",0.9,0.904761904761905,
13,"Why are black men good at basketball? The whole point is to run, shoot and steal. Oh and their knee",0.9,0.952380952380952,
13,"Why are black men good at basketball? The whole point is to run, shoot and steal. Oh and their knee grows.",1,1,
14,More,0,0.0526315789473684,
14,More than,0,0.105263157894737,
14,More than one-third,0,0.157894736842105,
14,More than one-third of,0,0.210526315789474,
14,More than one-third of Africa,0,0.263157894736842,
14,More than one-third of Africa lacks,0,0.315789473684211,
14,More than one-third of Africa lacks clean,0,0.368421052631579,
14,More than one-third of Africa lacks clean water.,0,0.421052631578947,
14,More than one-third of Africa lacks clean water. I,0,0.473684210526316,
14,More than one-third of Africa lacks clean water. I guess,0,0.526315789473684,
14,More than one-third of Africa lacks clean water. I guess black,0.4,0.578947368421053,
14,More than one-third of Africa lacks clean water. I guess black people,0.5,0.631578947368421,
14,More than one-third of Africa lacks clean water. I guess black people will,0.7,0.68421052631579,
14,More than one-third of Africa lacks clean water. I guess black people will even,0.8,0.736842105263158,
14,More than one-third of Africa lacks clean water. I guess black people will even steal,0.8,0.789473684210526,
14,More than one-third of Africa lacks clean water. I guess black people will even steal from,0.8,0.842105263157895,
14,More than one-third of Africa lacks clean water. I guess black people will even steal from their,0.9,0.894736842105263,
14,More than one-third of Africa lacks clean water. I guess black people will even steal from their own,0.9,0.947368421052632,
14,More than one-third of Africa lacks clean water. I guess black people will even steal from their own kind.,1,1,
15,What's,0,0.0769230769230769,
15,What's the,0,0.153846153846154,
15,What's the difference,0,0.230769230769231,
15,What's the difference between,0,0.307692307692308,
15,What's the difference between a,0,0.384615384615385,
15,What's the difference between a black,0.5,0.461538461538462,
15,What's the difference between a black person,0.7,0.538461538461538,
15,What's the difference between a black person and,0.7,0.615384615384615,
15,What's the difference between a black person and a,0.8,0.692307692307692,
15,What's the difference between a black person and a chicken?,0.8,0.769230769230769,
15,What's the difference between a black person and a chicken? One's,0.9,0.846153846153846,
15,What's the difference between a black person and a chicken? One's free,0.9,0.923076923076923,
15,What's the difference between a black person and a chicken? One's free range,1,1,
16,who,0,0.0666666666666667,
16,who 's,0,0.133333333333333,
16,who 's visiting,0,0.2,
16,who 's visiting millions,0,0.266666666666667,
16,who 's visiting millions of,0,0.333333333333333,
16,who 's visiting millions of african,0.4,0.4,
16,who 's visiting millions of african children,0.5,0.466666666666667,
16,who 's visiting millions of african children every,0.5,0.533333333333333,
16,who 's visiting millions of african children every year,0.6,0.6,
16,who 's visiting millions of african children every year on,0.6,0.666666666666667,
16,who 's visiting millions of african children every year on christmas,0.7,0.733333333333333,
16,who 's visiting millions of african children every year on christmas eve,0.8,0.8,
16,who 's visiting millions of african children every year on christmas eve ?,0.8,0.866666666666667,
16,who 's visiting millions of african children every year on christmas eve ? death,0.9,0.933333333333333,
16,who 's visiting millions of african children every year on christmas eve ? death .,1,1,
17,I,0,0.0263157894736842,
17,I wouldn't,0,0.0526315789473684,
17,I wouldn't call,0,0.0789473684210526,
17,I wouldn't call myself,0,0.105263157894737,
17,I wouldn't call myself a,0,0.131578947368421,
17,I wouldn't call myself a feminist,0,0.157894736842105,
17,I wouldn't call myself a feminist anymore.,0.2,0.184210526315789,
17,I wouldn't call myself a feminist anymore. I,0.2,0.210526315789474,
17,I wouldn't call myself a feminist anymore. I think,0.2,0.236842105263158,
17,I wouldn't call myself a feminist anymore. I think I'm,0.3,0.263157894736842,
17,I wouldn't call myself a feminist anymore. I think I'm a,0.3,0.289473684210526,
17,I wouldn't call myself a feminist anymore. I think I'm a realist,0.3,0.315789473684211,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now.,0.3,0.342105263157895,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I,0.4,0.368421052631579,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think,0.4,0.394736842105263,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe,0.4,0.421052631578947,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're,0.4,0.447368421052632,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in,0.5,0.473684210526316,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial,0.5,0.5,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and,0.5,0.526315789473684,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that,0.5,0.552631578947369,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men,0.6,0.578947368421053,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and,0.6,0.605263157894737,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women,0.6,0.631578947368421,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't,0.6,0.657894736842105,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily,0.6,0.68421052631579,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable,0.7,0.710526315789474,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of,0.7,0.736842105263158,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the,0.7,0.763157894736842,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the same,0.7,0.789473684210526,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the same things.,0.8,0.815789473684211,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the same things. Maybe,0.8,0.842105263157895,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the same things. Maybe women,0.8,0.868421052631579,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the same things. Maybe women need,0.8,0.894736842105263,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the same things. Maybe women need to,0.9,0.921052631578947,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the same things. Maybe women need to make,0.9,0.947368421052632,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the same things. Maybe women need to make some,0.9,0.973684210526316,
17,I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the same things. Maybe women need to make some sacrifices.,1,1,
18,Why,0,0.0434782608695652,
18,Why did,0,0.0869565217391304,
18,Why did so,0,0.130434782608696,
18,Why did so many,0,0.173913043478261,
18,Why did so many blacks,0.4,0.217391304347826,
18,Why did so many blacks die,0.5,0.260869565217391,
18,Why did so many blacks die in,0.5,0.304347826086957,
18,Why did so many blacks die in combat,0.6,0.347826086956522,
18,Why did so many blacks die in combat during,0.6,0.391304347826087,
18,Why did so many blacks die in combat during Vietnam?,0.7,0.434782608695652,
18,Why did so many blacks die in combat during Vietnam? Every,0.7,0.478260869565217,
18,Why did so many blacks die in combat during Vietnam? Every time,0.7,0.521739130434783,
18,Why did so many blacks die in combat during Vietnam? Every time the,0.8,0.565217391304348,
18,Why did so many blacks die in combat during Vietnam? Every time the Sergeant,0.8,0.608695652173913,
18,"Why did so many blacks die in combat during Vietnam? Every time the Sergeant yelled,",0.8,0.652173913043478,
18,"Why did so many blacks die in combat during Vietnam? Every time the Sergeant yelled, ""GET",0.8,0.695652173913044,
18,"Why did so many blacks die in combat during Vietnam? Every time the Sergeant yelled, ""GET DOWN!""",0.8,0.739130434782609,
18,"Why did so many blacks die in combat during Vietnam? Every time the Sergeant yelled, ""GET DOWN!"" they",0.8,0.782608695652174,
18,"Why did so many blacks die in combat during Vietnam? Every time the Sergeant yelled, ""GET DOWN!"" they would",0.8,0.826086956521739,
